; Zeus eventmsg.txt																	   
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"because [leader_name] is really pleased with you"
PHRASE_CONDENSED_medusa_in_city_initial_announcement       "Medusa is in the city!" 
PHRASE_CONDENSED_medusa_in_city_initial_reason             "to battle Medusa,"

PHRASE_medusa_slain_title						"Medusa slain"
PHRASE_medusa_slain_initial_announcement         "Medusa has been killed!  Our people can roam the city's streets again without worrying about being turned to stone!"
PHRASE_medusa_slain_reason		"because you decapitated the gorgon Medusa,"
PHRASE_CONDENSED_medusa_slain_title						"n/a"
PHRASE_CONDENSED_medusa_slain_initial_announcement       "Medusa has been slain!"

;*******calydonianboar*******************
PHRASE_calydonianboar_in_city_title						"Calydonian Boar in city"
PHRASE_calydonianboar_in_city_initial_announcement       "The Calydonian Boar in the city, snorting, snarling and looking to gore innocents with his fearsome tusks!" 
PHRASE_calydonianboar_in_city_initial_reason             "so that the hero may battle the Calydonian Boar,"

PHRASE_CONDENSED_calydonianboar_in_city_title						"n/a"
PHRASE_CONDENSED_calydonianboar_in_city_initial_announcement       "The Calydonian Boar is in the city!" 
PHRASE_CONDENSED_calydonianboar_in_city_initial_reason             "to battle the Calydonian Boar,"

PHRASE_calydonianboar_slain_title						"Calydonian boar slain"
PHRASE_calydonianboar_slain_initial_announcement       "The Calydonian Boar has been slain!"
PHRASE_CONDENSED_calydonianboar_slain_title						"n/a"
PHRASE_CONDENSED_calydonianboar_slain_initial_announcement       "The Calydonian Boar has been slain!"

;*******dragon*******************
PHRASE_dragon_in_city_title						"Dragon in city"
PHRASE_dragon_in_city_initial_announcement       "The fire-breathing dragon has slouched into our city! Just hope that you don't fall victim to this ferocious monster!" 
PHRASE_dragon_in_city_initial_reason             "to battle the dragon,"

PHRASE_CONDENSED_dragon_in_city_title						"n/a"
PHRASE_CONDENSED_dragon_in_city_initial_announcement       "The dragon is in the city!" 
PHRASE_CONDENSED_dragon_in_city_initial_reason             "to battle the dragon,"

PHRASE_dragon_slain_title						"Dragon slain"
PHRASE_dragon_slain_initial_announcement       "Rejoice, for the dragon has been slain!"
PHRASE_CONDENSED_dragon_slain_title						"n/a"
PHRASE_CONDENSED_dragon_slain_initial_announcement       "The dragon has been slain!"

;*******talos*******************
PHRASE_talos_in_city_title						"Talos in city"
PHRASE_talos_in_city_initial_announcement       "What's that loud clanging? It's Talos, the fierce man of bronze, and he has destruction on his mind!" 
PHRASE_talos_in_city_initial_reason             "to battle Talos,"

PHRASE_CONDENSED_talos_in_city_title						"n/a"
PHRASE_CONDENSED_talos_in_city_initial_announcement       "Talos is in the city!" 
PHRASE_CONDENSED_talos_in_city_initial_reason             "to battle Talos,"

PHRASE_talos_slain_title						"Talos slain"
PHRASE_talos_slain_initial_announcement       "Talos has crumpled into a heap of scrap metal! The threat is over!"
PHRASE_CONDENSED_talos_slain_title						"n/a"
PHRASE_CONDENSED_talos_slain_initial_announcement       "Talos has been slain!"

;*******hector*******************
PHRASE_hector_in_city_title						"Hector in city"
PHRASE_hector_in_city_initial_announcement       "Hector, the famous Trojan warrior, is in the city, ready to raise trouble!" 
PHRASE_hector_in_city_initial_reason             "to battle Hector,"

PHRASE_CONDENSED_hector_in_city_title						"n/a"
PHRASE_CONDENSED_hector_in_city_initial_announcement       "Hector is in the city!" 
PHRASE_CONDENSED_hector_in_city_initial_reason             "to battle Hector,"

PHRASE_hector_slain_title						"Hector slain"
PHRASE_hector_slain_initial_announcement       "Hector has been killed! No longer will this fearsome soldier make war on our city!"
PHRASE_CONDENSED_hector_slain_title						"n/a"
PHRASE_CONDENSED_hector_slain_initial_announcement       "Hector has been slain!"

;*******scylla*******************
PHRASE_scylla_in_city_title						"Scylla in city"
PHRASE_scylla_in_city_initial_announcement       "Scylla is in our city! We'll soon feel the stings of this horrible monster's bites!" 
PHRASE_scylla_in_city_initial_reason             "to battle Scylla,"

PHRASE_CONDENSED_scylla_in_city_title						"n/a"
PHRASE_CONDENSED_scylla_in_city_initial_announcement       "Scylla is in the city!" 
PHRASE_CONDENSED_scylla_in_city_initial_reason             "to battle Scylla,"

PHRASE_scylla_slain_title						"Scylla slain"
PHRASE_scylla_slain_initial_announcement       "The many-headed Scylla has met her match! She has been killed!"
PHRASE_CONDENSED_scylla_slain_title						"n/a"
PHRASE_CONDENSED_scylla_slain_initial_announcement       "Scylla has been slain!"

;*******maenads*******************
PHRASE_maenads_in_city_title						"Maenad in city"
PHRASE_maenads_in_city_initial_announcement       "The Maenad has arrived, and she certainly isn't here to make friends! Watch out, or she may tear your citizens apart with her bare hands!" 
PHRASE_maenads_in_city_initial_reason             "to battle the Maenad,"

PHRASE_CONDENSED_maenads_in_city_title						"n/a"
PHRASE_CONDENSED_maenads_in_city_initial_announcement       "The Maenad is in the city!" 
PHRASE_CONDENSED_maenads_in_city_initial_reason             "to battle the Maenad,"

PHRASE_maenads_slain_title						"Maenad slain"
PHRASE_maenads_slain_initial_announcement       "The Maenad has been slain! The madwoman has been dispatched to the Underworld!"
PHRASE_CONDENSED_maenads_slain_title						"n/a"
PHRASE_CONDENSED_maenads_slain_initial_announcement       "The Maenad has been slain!"





;********************NATURAL DISASTER IN NON-PLAYER CITY
;*****Zeus disaster**********************************
PHRASE_zeus_disaster_title 					"Zeus punishes [city_name]"
PHRASE_zeus_disaster_oracle_prediction	    "I, the seer from the Oracle, have bad news, [player_name].  Within a year, Zeus is determined to punish [leader_name] of [city_name] for some insolent acts. He will send a barrage of lightning bolts on [city_name], burning much of it to the ground. [leader_name] will have to focus full attention to rebuilding [city_name] and will not trade with you."
PHRASE_zeus_disaster_initial_announcement    "Greetings, [player_name]. I, [leader_name] of [city_name], regret to inform you that my city has incurred the wrath of Zeus. Zeus sent lightning bolt after lightning bolt crashing down on my city and burned much of it to the ground. While I rebuild [city_name], I won't be able to trade with you."
PHRASE_zeus_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_zeus_disaster_title 					"n/a"
PHRASE_CONDENSED_zeus_disaster_oracle_prediction	    "Seers predict that trade with [city_name] will close."
PHRASE_CONDENSED_zeus_disaster_initial_announcement    "Trade with [city_name] has stopped."
PHRASE_CONDENSED_zeus_disaster_no_reason	  			"N/A"

;*****Zeus disaster ends**********************************
PHRASE_zeus_disaster_ends_title 						"[city_name] recovers"
PHRASE_zeus_disaster_ends_oracle_prediction			"I, the priestess from the Oracle, have good new for you, [player_name]. [leader_name] of [city_name] is almost done rebuilding the city that Zeus destroyed.  Within a year, [city_name] will be able to trade with you again."
PHRASE_zeus_disaster_ends_initial_announcement		"Greetings, [player_name]. I, [leader_name] of [city_name], am pleased to report that we are fully recovered from Zeus attack on our city. We can now trade with you again!"
PHRASE_zeus_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_zeus_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_zeus_disaster_ends_oracle_prediction			"Seers predict trade with [city_name] will resume."
PHRASE_CONDENSED_zeus_disaster_ends_initial_announcement		"[city_name] can trade again."
PHRASE_CONDENSED_zeus_disaster_ends_no_reason	  				"N/A"

;*****Poseidon disaster**********************************
PHRASE_poseidon_disaster_title 					"Poseidon punishes [city_name]"
PHRASE_poseidon_disaster_oracle_prediction	    "I, the all-knowing priestess from the Oracle, foresee tough times ahead for [city_name]. The city's leader, [leader_name], will provoke Poseidon's anger, and the god will send a great tidal wave to destroy much of the city. As a result, trade with [city_name] will cease."
PHRASE_poseidon_disaster_initial_announcement    "I, [leader_name] of [city_name], have done a terrible thing, [player_name]! I have angered Poseidon, ruler of the sea, and now he has sent a great tidal wave to my city! The rushing waters tore down most of my city's buildings, and it will take some time for us to recover. As I try to put the pieces of [city_name] back together, I will not be able to trade with you."
PHRASE_poseidon_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_poseidon_disaster_title 					"n/a"
PHRASE_CONDENSED_poseidon_disaster_oracle_prediction	    "Seers predict that trade with [city_name] will close."
PHRASE_CONDENSED_poseidon_disaster_initial_announcement    "Trade with [city_name] has stopped."
PHRASE_CONDENSED_poseidon_disaster_no_reason	  			"N/A"

;*****Poseidon disaster ends**********************************
PHRASE_poseidon_disaster_ends_title 						"[city_name] recovers"
PHRASE_poseidon_disaster_ends_oracle_prediction			"Greetings, [player_name]. I, the wise seer from the Oracle, have good news for you and for [city_name]. Within a year's time, [leader_name], the city's ruler, will have restored order after Poseidon punished his city, and [city_name] will be able to trade with you again."
PHRASE_poseidon_disaster_ends_initial_announcement		"It is a joyous day, [player_name]. I, [leader_name] of [city_name], have repaired the damage that the angry Poseidon caused and can now reopen trade with you!"
PHRASE_poseidon_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_poseidon_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_poseidon_disaster_ends_oracle_prediction			"Trade will reopen with [city_name] soon."
PHRASE_CONDENSED_poseidon_disaster_ends_initial_announcement		"[city_name] can trade again."
PHRASE_CONDENSED_poseidon_disaster_ends_no_reason	  				"N/A"

;*****Hades disaster**********************************
PHRASE_hades_disaster_title 					"Hades punishes [city_name]"
PHRASE_hades_disaster_oracle_prediction	    "Be glad you don't live in [city_name], [player_name]. I, the priestess of the Oracle, predict that [leader_name] of [city_name] will perturb Hades. Hades will send up lava from underground, and much of the city will be burned. Trade with [city_name] will cease while [leader_name] repairs the damage."
PHRASE_hades_disaster_initial_announcement    "Take my advice, [player_name]. Do not provoke Hades' anger! I, [leader_name] of [city_name], have had the great misfortune of angering the ruler of the underworld, and he has punished me by sending molten lava flowing through my city's streets. Much of my city has burned to ground, and I won't be able to trade with you while I repair the damage."
PHRASE_hades_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_hades_disaster_title 					"n/a"
PHRASE_CONDENSED_hades_disaster_oracle_prediction	    "Seers predict that trade with [city_name] will close."
PHRASE_CONDENSED_hades_disaster_initial_announcement    "Trade with [city_name] has stopped."
PHRASE_CONDENSED_hades_disaster_no_reason	  			"N/A"

;*****Hades disaster ends**********************************
PHRASE_hades_disaster_ends_title 						"[city_name] recovers"
PHRASE_hades_disaster_ends_oracle_prediction			"Good news, [player_name]. I, the seer from the Oracle, predict that [leader_name] of [city_name] will have recovered from Hades' attack within a year. [city_name] will again trade with you."
PHRASE_hades_disaster_ends_initial_announcement		"Greetings, [player_name]. Though it wasn't easy, I, [leader_name] of [city_name], managed to repair the damage done by Hades. My city can now trade with you again!"
PHRASE_hades_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_hades_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_hades_disaster_ends_oracle_prediction			"Seers predict that [city_name] will trade soon."
PHRASE_CONDENSED_hades_disaster_ends_initial_announcement		"[city_name] can trade again."
PHRASE_CONDENSED_hades_disaster_ends_no_reason	  				"N/A"

;*****Demeter disaster**********************************
PHRASE_demeter_disaster_title 					"Demeter torments [city_name]"
PHRASE_demeter_disaster_oracle_prediction	    "Greetings, [player_name]. I, the priestess from the oracle, prophecy that [leader_name] of [city_name] will enrage Demeter. The goddess will come into the city and wreak havoc, preventing the city from trading with you."
PHRASE_demeter_disaster_initial_announcement    "My city is in trouble, [player_name]! I, [leader_name] of [city_name], have done a horrible thing! I have managed to anger the goddess Demeter, and she is on a rampage in my city. Until she leaves, I won't be able to trade with you!"
PHRASE_demeter_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_demeter_disaster_title 					"n/a"
PHRASE_CONDENSED_demeter_disaster_oracle_prediction	    "Seers predict that trade with [city_name] will close."
PHRASE_CONDENSED_demeter_disaster_initial_announcement    "Trade with [city_name] has stopped."
PHRASE_CONDENSED_demeter_disaster_no_reason	  			"N/A"

;*****Demeter disaster ends**********************************
PHRASE_demeter_disaster_ends_title 						"Demeter forgives [city_name]"
PHRASE_demeter_disaster_ends_oracle_prediction			"I, the priestess of the Oracle, prophecy that the goddess Demeter will finish tormenting the city of [city_name] within a year. Trade with the city will resume."
PHRASE_demeter_disaster_ends_initial_announcement		"Oh, happy day,  [player_name]! The goddess Demeter has left my city, and things here are returning to normal. I, [leader_name] of [city_name], officially reopen trade with you!"
PHRASE_demeter_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_demeter_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_demeter_disaster_ends_oracle_prediction			"Seers predict that [city_name] will trade soon."
